Company Name,Company HQ,Sector,URL,Date,
Gentoo Group Limited,UK,Real estate,https://www.gentoogroup.com/about-us/legal/slavery-and-human-trafficking-statement/,9/2/16,
Getinge Group,Sweden,Health,http://www.getingegroup.com/en/modern-slavery-act-transparency-statement/ ,19/8/16,
Getinge Group (on behalf of Maquet Ltd) ,Sweden,Health,http://www.maquet.com/uk/legal/modern-slavery-act-transparency-statement/,22/8/16,
Gleadell & Dunns,UK,Agriculture/food/beverage,http://www.gleadell.co.uk/uploads/Slavery-and-Human-Trafficking-Statement.pdf,19/8/16,
Global Invacom,Singapore,Technology,http://www.globalinvacom.com/modern-slavery-act,19/8/16,
Globus Group (includes Riley Eyewear and HAIKA Gloves),UK,Consumer products/retail,http://www.riley-eyewear.com/assets/files/Globus%20Group_Slavey%20and%20Human%20Trafficking%20Statement-201609.pdf,17/8/16,
Go Ahead Group,UK,Transport,http://www.buscms.com/BlueStar2015/uploadedfiles/pdfs/Other_pdfs/Modern_Slavery_Statement.pdf,19/8/16,
Go South Coast,UK,Transport,http://www.buscms.com/BlueStar2015/uploadedfiles/pdfs/Other_pdfs/Modern_Slavery_Statement.pdf,19/8/16,
Go Traffic Management (GTM) Ltd,UK,Professional services,http://www.gtm.co.uk/files/8314/6591/8121/PO007_-__Modern_Slavery_Statement_16-17_-_Issue_04.pdf,24/8/16,
Gomez,UK,Agriculture/food/beverage,http://www.agomez.co.uk/documents/modslav28016.pdf,19/8/16,
Goodwood,UK,Leisure,https://www.goodwood.com/globalassets/goodwood-estate/terms--conditions/modern-slavery-act-statement.pdf,19/8/16,
Gould Intl.UK,UK,Natural resources,http://www.gouldpublicationpapers.co.uk/pdf/0426_001.pdf,19/8/16,
Graham,UK,Construction & building materials ,https://www.graham.co.uk/modern-slavery-act-transparency-statement,19/8/16,
Great Places Housing Group,UK,Real estate,http://www.greatplaces.org.uk/About%20Us/Living%20giving%20growing%20together/Pages/Human-rights-policy-statement.aspx,19/8/16,
Greater  Manchester  West  Mental  Health  NHS  Foundation  Trust,UK,Health,https://www.gmw.nhs.uk/declarations,8/26/16,
Green Investment Bank,UK,Finance,http://www.greeninvestmentbank.com/modern-slavery-statement/,19/8/16,
Greencell,UK,Consumer products/retail,http://www.greencell.com/news.php?nid=39,19/8/16,
GSMA,UK,Technology,http://www.gsma.com/aboutus/wp-content/uploads/2016/07/GSMA_Statement_Modern_Slavery_Act_2015_May_16.pdf,19/8/16,
G-Staff Ltd,UK,Services,http://g-staff.co.uk/page3.html,8/30/16,
H I Weldrick,UK,Health,https://www.weldricks.co.uk/modern-slavery-act-transparency-statement,19/8/16,
Halfords,UK,Transport,http://www.halfordscompany.com/investors/governance/the-halfords-anti-slavery-and-human-trafficking-statement,19/8/16,
Hammonds Furniture Ltd,UK,Furnishings,https://www.hammonds-uk.com/modern-slavery-act,8/30/16,
Hanover,UK,Housing,http://www.hanover.org.uk/slavery-and-human-trafficking-statement/,19/8/16,
Hanson UK,UK,Construction & building materials ,http://www.hanson.co.uk/en/modern-slavery-statement,19/8/16,
Hapimag AG ,Switzerland,Travel,http://www.hapimag.com/en/about-us.html,19/8/16,
Hardware Group,UK,Technology,http://images.go.hardware.com/Web/HardwarecomGroupLtd/%7B73bc383f-90c9-4227-93a9-71882a94a56e%7D_HWGAntiSlaveryStatement.pdf,19/8/16,
Hasbro Inc.,USA,Consumer products/retail,http://www.hasbro.com/common/assets/image/Printables/dad261421c4311ddbd0b0800200c9a66/974A335750569047F5F6A4E3835BF41D/974B75E950569047F583096CABF3595D.pdf,8/26/16,
Haymarket Media Group,UK,Media,https://drive.google.com/file/d/0ByZVBb5gIL9GX05Cby1tNGdqM1E/view?pref=2&pli=1,19/8/16,
HCA Healthcare UK,UK,Health,https://hcafixedprice.co.uk/legal/slavery-and-human-trafficking-statement,19/8/16,
Headlam Group plc,UK,Consumer products/retail,http://www.headlam.com/responsibility/modern-slavery-act,19/8/16,
Healthcare 21,UK,Health,http://www.healthcare21.eu/statement-slavery-human-trafficking/,19/8/16,
Heart of England NHS Foundation Trust,UK,Health,http://www.heartofengland.nhs.uk/modern-slavery-statement-2015-16/,19/8/16,
Heineken UK Limited,UK,Beverage,https://www.heineken.co.uk/uploads/legal-notices/Slavery%20and%20Human%20Trafficking%20Statement%20-%20Financial%20Year%20Ending%202016.pdf,19/8/16,
Henry Boot ,UK,Real estate,http://www.henrybootdevelopments.co.uk/new-joint-venture-partnership-undertake-knowsley-mixed-use-development/,19/8/16,
Hewden,UK,Construction & building materials ,https://www.hewden.co.uk/media/699968/Modern-Slavery-Company-Statement.pdf,19/8/16,
Hexstone,UK,Consumer products/retail,http://www.hexstone.co.uk/slavery_and_human_trafficking_policy-2.pdf,19/8/16,
hft,UK,Services,http://hft.org.uk/Documents/pdf/Modern%20Slavery%20Statement%202015%20Final.pdf,19/8/16,
HICL Infrastructure Company Limited,UK,Finance,https://hicl.com/sites/default/files/Modern_Slavery_Act_Transparency_Statement.pdf,19/8/16,
Hillarys,UK,Consumer products/retail,http://www.hillarys.co.uk/anti-slavery/,22/8/16,
Hills Group,UK,Construction & building materials ,http://www.hills-group.co.uk/wp-content/uploads/2016/07/Press-Release-July-2016.pdf,19/8/16,
Hilton Worldwide,USA,Travel,http://ir.hiltonworldwide.com/~/media/Files/H/Hilton-Worldwide-IR-V2/committee-composition/human-rights-policy-statement-june-2016.pdf,19/8/16,
Hire Station (part of Vp plc),UK,Construction & building materials ,https://www.hirestation.co.uk/faqs-frequently-asked-questions/modern-slavery-act/,22/8/16,
Hitachi Capital (UK) PLC,UK,Professional services,http://www.hitachicapital.co.uk/media/1395/modern-slavery-act-anti-slavery-human-trafficking-statement-signed-by-rg-aug-16.pdf,19/8/16,
Hitachi Construction Machinery (UK),UK,Construction & building materials ,http://www.hitachicm.co.uk/t/slaveryandhumantrafficking,19/8/16,
Hitachi Euope Limited,UK,Conglomerates ,http://www.hitachi.co.uk/downloads/Modern_Slavery_Act_Transparency_Statement.pdf,19/8/16,
Hoare Lea,UK,Professional services,http://www.hoarelea.com/downloads/Signed%20Human%20Trafficking%20Statement%202016-2017.pdf,19/8/16,
Home Group,UK,Real estate,https://www.homegroup.org.uk/About-Us/Openness-and-transparency/Governance,8/25/16,
HoMedics Group Ltd,UK,Consumer products/retail,http://www.salterhousewares.co.uk/media/wysiwyg/Our%20structure.pdf,19/8/16,
Homes and Communities Agency,UK,Services,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/514776/Modern_Slavery_Act_2015_Policy_and_Statement_FY2015-16__published_.pdf,19/8/16,
Homes for Haringey,UK,Real estate,http://www.homesforharingey.org/modern_slavery_statement_2015_to_2016.pdf,19/8/16,
HomeServe plc,UK,Services,http://www.homeserveplc.com/~/media/Files/H/Homeserve-PLC/documents/content/homeserves-anti-slavery-statement-v1.pdf,19/8/16,
Hudson,UK,Services,http://uk.hudson.com/modern-slavery-act-2015,19/8/16,
Hughes and Salvidge holdings,UK,Services,http://www.hughesandsalvidge.co.uk/assets/Modern_Slavery_Statement2016-576bc0574df7f.pdf,19/8/16,
Huntapac,UK,Agriculture/food/beverage,http://www.huntapac.co.uk/wp-content/uploads/2015/09/Statement.pdf,20/8/16,
Hymans Robertson,UK,Professional services,https://www.hymans.co.uk/information/modern-slavery-statement/,20/8/16,
ICAEW,UK,Professional services,http://www.icaew.com/en/icaew-policies/modern-slavery-and-human-trafficking-policy,20/8/16,
ICG plc.,UK,Professional services,http://www.icgam.com/SiteCollectionDocuments/MSA%20Statement.pdf,20/8/16,
Ideal Industries Inc,USA,Manufacturing ,https://www.idealind.com/content/pdfs/policies/slavery-and-human-trafficking-statement-modern-slavery-act-of-2015.pdf,20/8/16,
IEWC,USA,Manufacturing ,http://www.iewc.de/modern-slavery-act-of-2015,21/8/16,
Ikano Bank,UK,Finance,https://ikano.co.uk/auxiliary-pages/legal/modern-slavery-act,21/8/16,
IKO,UK,Services,http://www.ikogroup.co.uk/SiteFiles/Content/MediaLibrary/Documents/Modern-Slavery-Statement.pdf,8/25/16,
Imperial Brands plc,UK,Consumer products/retail,http://www.imperialbrandsplc.com/,21/8/16,
Incommunities Group,UK,Real estate,http://www.incommunities.co.uk/wp-content/uploads/2016/04/Modern-Slavery-and-Human-Trafficking-Statement.pdf,21/8/16,
Industria Personnel Services,UK,Services,http://www.industria-jobs.co.uk/cm/industria-in-time,23/8/16,
Infosys,India,Technology,https://www.infosys.com/investors/corporate-governance/Documents/statement-under-modern-slavery-act.pdf,21/8/16,
Ingram Micro,UK,Consumer products/retail,http://www.ingramuk.com/Files/pdfs/IMUK_Modern_Slavery_Act_Statement_Public.pdf,22/8/16,
Insuletics ,UK,Construction & building materials ,http://insuletics.co.uk/wp-content/uploads/2016/02/Insuletics-HR-Policy-Appx-12-Anti-Slavery-Policy-Statement.pdf,22/8/16,
Intel Corp,USA,Technology,http://www.intel.co.uk/content/dam/www/public/us/en/documents/corporate-information/policy-human-trafficking-and-slavery.pdf,22/8/16,
InterGen,USA,Utilities,http://www.intergen.com/slavery-statement,22/8/16,
International Flavours & Fragrances Inc.,USA,Chemical,http://www.iff.com/~/media/Files/I/IFF/policies-documents/msa2015-statement.pdf,22/8/16,
International Greetings UK Ltd,UK,Consumer products/retail,http://www.thedesigngroup.com/wp-content/uploads/2016/06/IGUK-Modern-Slavery-Act-Statement-2015-16.pdf,22/8/16,
IQE,UK,Technology,http://www.iqep.com/uk-slavery-act/,22/8/16,
ITIC Specialist Professional Indemnity Insurance,UK,Finance,http://www.itic-insure.com/modern-slavery-act/,22/8/16,
J O Sims Ltd,UK,Agriculture/food/beverage,http://www.josims.com/downloads/slavery&humantraffickingpolicy.pdf,22/8/16,
J. Coffey Construction,UK,Construction & building materials ,http://jcoffey.co.uk/wp-content/uploads/2016/05/ModernDaySlaveryAct2015PolicyStatement2016.pdf,22/8/16,
Jaguar Land Rover ,UK,Transport,http://www.jaguarlandrover.com/media/102895/jlr-slavery-human-trafficking-statement.pdf,22/8/16,
James T. Blakeman & Co.,UK,Agriculture/food/beverage,http://www.blakemans.co.uk/Slavery-and-Human-Trafficking-Policy-Statement.pdf,22/8/16,
Jarden Consumer Solutions,USA,Consumer products/retail,http://www.jardencs.com/uk-modern-slavery-act.html,22/8/16,
JCDecaux UK Ltd,UK,Media/publishing ,http://www.jcdecaux.co.uk/modern-slavery-act-2015,25/8/16,
Jewish Care,UK,Services,https://www.jewishcare.org/anti-slavery-human-trafficking-statement,22/8/16,
Jigsaw,UK,Apparel & textile ,https://www.jigsaw-online.com/content/slavery-human-trafficking-statement,22/8/16,
John Lewis Partnership,UK,Consumer products/retail,http://www.johnlewispartnership.co.uk/content/dam/cws/images/tempfolder/csr/TEMP-20082_John%20Lewis_Human%20Rights_2016%20(2).pdf/subassets/TEMP-20082_John%20Lewis_Human%20Rights_2016%20(2).pdf-2.pdf,22/8/16,
John Smith’s,UK,Consumer products/retail,http://www.johnsmith.co.uk/files/images/00000205/jsg_modern_slavery_statement_2016_signed.pdf,22/8/16,
JS Group Limited,UK,Professional services,https://www.jsgroup.co.uk/live/about-us/slavery-statement,9/2/16,
KAEFER Ltd (part of KAEFER Group (Germany)),UK,Construction & building materials ,http://www.kaefercd.co.uk/,22/8/16,
Kainos,UK,Technology,https://investor.kainos.com/wp-content/uploads/2016/05/MODERN-SLAVERY-STATEMENT_2015_16_v2.0.docx-Director-Authorised.pdf,8/25/16,
Kaplan International Colleges,USA,Services,https://www.kic.org.uk/pathways/modern-slavery-statement/,22/8/16,
Kavli UK (includes Primula),UK,Agriculture/food/beverage,http://www.primula.co.uk/slavery_statement.html,22/8/16,
Kelda Group,UK,Utilities,http://www.keldagroup.com/corporate-responsibility/modern-slavery-act-transparency-statement.aspx,22/8/16,
Kellogg Company,USA,Agriculture/food/beverage,https://www.kelloggcompany.com/content/dam/kelloggcompanyus/corporate_responsibility/pdf/2016/Kellogg%20Company%20Policy%20Statement%20Prohibiting%20Involuntary%20LaborMay2016.pdf,22/8/16,
Kemet,USA,Technology,http://www.kemet.com/Lists/FileStore/KEMET_Statement_on_Human_Trafficking_Slavery.pdf,22/8/16,
Keoghs,UK,Professional services,http://keoghs.co.uk/anti-slavery,22/8/16,
Keysight Technologies UK,UK,Technology,http://about.keysight.com/en/companyinfo/environment/Keysight_MSA_2016.pdf,22/8/16,
Kimberly-Clark,USA,Consumer products/retail,http://www.kimberly-clark.com/sustainability1/reporting/policies/UK-CA-TraffickingStatement.aspx,22/8/16,
Kingston Smith,UK,Professional services,http://www.kingstonsmith.co.uk/csr/slavery-and-human-trafficking-statement/,22/8/16,
Kiril Mischeff Group,UK,Agriculture/food/beverage,http://www.kiril-mischeff.com/wp-content/uploads/2016/08/Annual-Slavery-and-Human-Trafficking-Statement-2016.pdf,8/31/16,
Knight Frank LLP,UK,Real estate,http://www.kingstonsmith.co.uk/csr/slavery-and-human-trafficking-statement/,22/8/16,
"Koch Ag & Energy Solutions, LLC",USA,Chemical,http://www.kochagronomicservices.com/downloads/d1359.aspx?type=view,8/30/16,
Konecranes UK plc,UK,Manufacturing ,http://www.konecranes.co.uk/about/corporate-responsibility/corporate-responsibility-focus-areas/lifting-people/anti-slavery-and-human-trafficking-statement,22/8/16,
Konica Minolta Business Solutions (UK) Limited,UK,Technology,https://www.konicaminolta.co.uk/fileadmin/content/uk/Business_Solutions/PDF/Konica-Minolta-UK-Modern-Slavery-Statement.pdf​,8/25/16,
Konica Minolta Business Solutions Denmark a/s,Denmark,Technology,https://www.konicaminolta.dk/fileadmin/content/dk/Business_Solutions/Company/160613_Transparency_Statement.pdf,8/26/16,
Konica Minolta Business Solutions Europe GmbH,Germany,Technology,https://www.konicaminolta.eu/fileadmin/content/eu/Business_Solutions/Company/CSR/UK_Modern_Slavery_Act_California_Supply_Chain_Act_FY2015_16.pdf,8/25/16,
Kuwait Petroleum International Aviation Co. Ltd.,Kuwait,Natural resources,https://www.q8aviation.com/assets/files/m/modernslaverystatement_1192.pdf,22/8/16,
KYOCERA Document Solutions (UK) Limited,UK,Services,https://www.kyoceradocumentsolutions.co.uk/index/about_us/corporate_social_and/csr_assurance.-contextmargin-93200-files-21398-File.cpsdownload.tmp/KDUK%20Compliance%20statement%20300915.pdf,22/8/16,
Lakeland Group ,Ireland,Agriculture/food/beverage,http://www.lakeland.ie/about-us/our-vision,22/8/16,
Laleham Health and Beauty Ltd,UK,Health,http://laleham.com/modern-slavery-statement,8/25/16,
Lancashire Holdings Limited,UK,Finance,http://www.lancashiregroup.com/en/responsibility/policy-statements/slavery-and-human-trafficking-statement.html,22/8/16,
Leonard Cheshire Disability,UK,Services,https://www.leonardcheshire.org/about-us/modern-slavery-statement,22/8/16,
Lewis Silkin,UK,Professional services,http://www.lewissilkin.com/en/Modern-slavery-statement,22/8/16,
LGC Group,UK,Professional services,http://www.lgcgroup.com/LGCGroup/media/PDFs/Terms%20and%20conditions/Anti-Slavery-Statement.pdf,22/8/16,
Lincolnshire Community Health Services,UK,Health,http://www.lincolnshirecommunityhealthservices.nhs.uk/content/modern-slavery-statement,8/31/16,
Link Group,UK,Real estate,http://linkhousing.org.uk/media/303872/scanned-gary-dougal-20160331153417.pdf,22/8/16,
Linklaters,UK,Professional services,http://www.linklaters.com/Responsibility/Pages/Index.aspx?WT.sp=Top,8/25/16,
Liquid Friday,UK,Services,http://liquidfriday.co.uk/modern-slavery-statement,22/8/16,
LMG,UK,Professional services,http://www.lmgiq.com/wp-content/uploads/2016/04/LM441-Slavery-and-Human-Trafficking-Statement.pdf,22/8/16,
Logitech,Switzerland,Consumer products/retail,http://www.logitech.com/assets/48737/transparencyinsupplychainstatement.pdf,22/8/16,
London Metropolitan University,UK,Services,http://www.londonmet.ac.uk/media/london-metropolitan-university/london-met-documents/professional-service-departments/university-secretarys-office/compliance/anti-slavery-policy/Anti-slavery-Policy-(June-2016).pdf,22/8/16,
London Universities Purchasing Consortium (LUPC),UK,Services,http://static.uk-plc.net/library/london-universities-purchasing-consortium/documents/lupc-slavery-and-human-trafficking-statement.pdf,22/8/16,
Long Clawson Dairy,UK,Agriculture/food/beverage,http://www.clawson.co.uk/policies/,22/8/16,
M J Birtwistle & Co,UK,Agriculture/food/beverage,http://birtwistles.com/modern-slavery-and-human-trafficking-statement/,23/8/16,
MacIntyre,UK,Services,http://www.macintyrecharity.org/slavery-and-human-trafficking-policy-statement/,22/8/16,
Magna Housing Group,UK,Real estate,http://www.magna.org.uk/about-magna/slavery-and-human-trafficking-statement/,22/8/16,
"Magnitude Software, Inc.",USA,Technology,http://magnitudesoftware.com/ethical_governance_uk/,25/8/16,
Mallaghan,UK,Manufacturing ,http://mallaghangse.com/wp-content/uploads/2016/07/Mallaghan-Slavery-and-Human-Trafficking-Statement.pdf,22/8/16,
Maplin,UK,Consumer products/retail,https://www.maplin.co.uk/medias/SLAVERY-AND-HUMAN-TRAFFICKING-STATEMENT.pdf?context=bWFzdGVyfHJvb3R8NDE3MjMwfGFwcGxpY2F0aW9uL3BkZnxoNjYvaGMxLzkzNzgzNzU2NjM2NDYucGRmfDY3YzE5NGRhNTg0MWYyMTM2ODJhMjBhMjEwMmFkMzczZDZhZDVlNmEyODI2NDNjOGRkNjc2OTRjZTkyMTllZmI,22/8/16,
Marks & Spencer,UK,Consumer products/retail,https://corporate.marksandspencer.com/documents/plan-a-our-approach/mns-modern-slavery-statement-june2016.pdf,22/8/16,
Marlborough Communications (part of Cohort plc),UK,Technology,https://www.marlboroughcomms.com/media/25629/Modern-Slavery-Statement-July-2016.pdf,22/8/16,
Marshall Construction ,UK,Construction & building materials ,http://www.marshallconstruction.co.uk/wp/wp-content/uploads/2016/08/Modern-Day-Slavery-Act-statement-2016.pdf,22/8/16,
Marshalls plc,UK,Garden/landscaping,http://www.marshalls.co.uk/documents/policies/Marshalls%20Modern%20Slavery%20Policy%20and%20Disclosure%20Statement.pdf,22/8/16,
Martindale Pharma,UK,Health,http://www.martindalepharma.co.uk/about-martindale/modern-slavery-human-trafficking-statement/,22/8/16,
Mayflex Group,UK,Technology,http://www.mayflex.com/about-us/modern-slavery-act-2015/,22/8/16,
McMullen & Sons,UK,Agriculture/food/beverage,http://www.mcmullens.co.uk/files/Slavery-Statement.pdf,22/8/16,
Mead Johnson Nutrition,USA,Consumer products/retail,https://www.meadjohnson.com/company-california-transparency-in-supply-chain-act-and-modern-slavery-act,22/8/16,
Mediclinic Intl.,UK,Health,http://www.mediclinic.com/Docs/Mediclinic%20Modern%20Slavery%20Act%20Statement.pdf,22/8/16,
Medline Industries Inc,USA,Health,http://uk.medline.com/about-us/social-responsibility/uk-modern-slavery-act-2015,23/8/16,
Meme Media,UK,Services,http://mememedia.co.uk/img/Modern-Slavery-Act-2015-policy.pdf,22/8/16,
Mercedes Benz UK Ltd,UK,Transport,http://www.mercedes-benz.co.uk/content/unitedkingdom/mpc/mpc_unitedkingdom_website/en/home_mpc/slavery-act.ngrb.html,22/8/16,
Merseyrail,UK,Transport,http://www.merseyrail.org/about-merseyrail/our-values-behaviours/merseyrail-s-anti-slavery-and-human-trafficking.aspx,22/8/16,
Mewburn Ellis,UK,Professional services,http://mewburn.com/wp-content/uploads/2016/04/Modern-Slavery-Act-2016-.pdf,22/8/16,
Microchip Technology Inc.,USA,Technology,http://ww1.microchip.com/downloads/en/DeviceDoc/Microchip%20Slavery%20and%20Human%20Trafficking%20Statement.pdf,22/8/16,
Mid Cheshire Hospitals NHS Foundation Trust,UK,Health,http://www.mcht.nhs.uk/about-us/reports-and-publications/useful-documents-policies-and-strategies/,22/8/16,
Millennium & Copthorne Hotels plc,UK,Travel,https://www.millenniumhotels.com/en/supply-chain-transparency-statement/,22/8/16,
"Minor, Weir & Willis",UK,Agriculture/food/beverage,http://www.mww.co.uk/Slavery-and-Human-Trafficking-Statement.html,22/8/16,
Misys Global,UK,Technology,https://www.misys.com/media/460956/modern-slavery-act-statement-26_5_16.pdf,22/8/16,
Mitie,UK,Services,http://www.mitie.com/suppliers/supplier-guidance-modern-slavery-act-2015,22/8/16,
Mitsubishi Corporation ,Japan,Transport,http://www.mitsubishicorp.com/jp/en/csr/management/pdf/slavery_and_human_tracking_statement_en.pdf,22/8/16,
Mitsubishi Motors (Colt Car Company Limited),UK,Transport,http://www.mitsubishi-cars.co.uk/modern-slavery-act/?gclid=CPrY4uPSu80CFZEy0wodNOAHmQ,22/8/16,
Mitsubishi Rayon Lucite Group,UK,Chemical,http://www.luciteinternational.com/slavery-act-statement/,22/8/16,
Mizuho Intl. plc,UK,Finance,https://www.onemizuho.eu/governance/anti-slavery-and-trafficking-statements,22/8/16,
Mizuho Securities UK Holdings,UK,Finance,https://www.onemizuho.eu/governance/anti-slavery-and-trafficking-statements,22/8/16,
Mölnlycke Health Care,Sweden,Health,http://www.molnlycke.com/about/csr/preventing-modern-slavery-statement/#close,23/8/16,
Moorepay,UK,Services,https://www.moorepay.co.uk/modern-slavery/,23/8/16,
Morson Intl.,UK,Services,https://morson-website.s3.amazonaws.com/uploads/2016/04/Morson-International-slavery-and-human-trafficking-statement.pdf,23/8/16,
Mothercare Group plc,UK,Consumer products/retail,http://www.mothercareplc.com/~/media/Files/M/Mother-Care/documents/msa-statement-fy16-final-8-July-002.pdf,23/8/16,
Moto Hospitality,UK,Services,http://moto-way.com/content/uploads/2016/05/Modern-Slavery-Statement_1337_001.pdf,23/8/16,
MSC Industrial Supply,USA,Consumer products/retail,http://www.mscdirect.co.uk/ourCapabilities/MSC_modern_slavery_act.pdf,23/8/16,
MTR Corporation (Crossrail),UK,Transport,http://mtrcrossrail.co.uk/wp-content/uploads/2016/05/MTR-Crossrail-Modern-Slavery-Act-2015-Statement.pdf,23/8/16,
MTS Cleansing Services,UK,Services,http://www.mtscleansing.co.uk/mts.uldl/ddd85a831478d6e30b1d88a02022d8dc.pdf,23/8/16,
Murgitrod & Company,UK,Professional services,http://1u1lbo40pnuh3xxynn2pe6hj.wpengine.netdna-cdn.com/wp-content/uploads/2016/04/Modern-Slavery-Policy-Statement-Signed-01-June-2016.pdf ,23/8/16,
NAHL Group,UK,Services,http://nahlgroupplc.co.uk/images/stories/NAHL_Group_plc_Modern_Slavery_Act_Statement_2016.pdf,23/8/16,
National Fostering Agency Group ,UK,Services,http://www.nfa.co.uk/assets/Uploads/2610-Modern-Slavery-Act-Statement-v2.pdf,23/8/16,
National Grid,UK,Utilities,http://www2.nationalgrid.com/UK/Modern-Slavery-Act-Statement/,23/8/16,
NCC Group plc,UK,Technology,https://www.nccgroup.trust/uk/about-us/investor-relations/corporate-governance/anti-slavery-and-human-trafficking-statement/,23/8/16,
NCP  (National Car Parks Limited),UK,Services,https://www.ncp.co.uk/download/1638/,8/25/16,
Neilcott Construction Group,UK,Construction & building materials ,http://www.neilcott.co.uk/policies/slavery-and-human-trafficking-statement/,23/8/16,
Net Temps,UK,Services,http://www.net-temps.co.uk/modern-slavery-policy/,23/8/16,
NetApp,USA,Technology,http://www.netapp.com/us/legal/ca-senate-bill-657.aspx,23/8/16,
Nexen/CNOOC,Canada,Natural resources,http://www.nexencnoocltd.com/en/Governance/SupplierPolicies.aspx,23/8/16,
nGAGE Specialist Recruitment,UK,Services,http://www.ngagerecruitment.com/modern-slavery-and-human-trafficking-statement,23/8/16,
NHS Professionals,UK,Services,http://www.nhsprofessionals.nhs.uk/Download/NHS-Professionals-Modern-Slavery-and-Human-Trafficking-Statement.pdf,23/8/16,
Nicol Hugues Foodservice,UK,Agriculture/food/beverage,http://www.nicolhughes.com/assets/slavery.pdf,23/8/16,
Niftylift Ltd,UK,Manufacturing ,http://www.niftylift.com/uk/about-us/slavery-and-human-trafficking-statement,23/8/16,
Nikon Corporation,Japan,Technology,http://nikon.com/about/sustainability/human-rights/uk-modern-slavery.pdf,9/2/16,
Norbain,UK,Consumer products/retail,http://www.norbain.com/modern-day-slavery-statement/,23/8/16,
Nordson Corporation,USA,Manufacturing ,http://www.nordson.com/en/our-company/suppliers,23/8/16,
Norfolk and Suffolk NHS Foundation Trust,UK,Services,http://www.nsft.nhs.uk/About-us/Pages/Modern-Slavery-Statement.aspx,23/8/16,
Norse Group,UK,Services,http://norsegroup.co.uk/norsegroup/wp-content/uploads/2016/06/MSA-Statement.pdf,23/8/16,
Norsk Gjenvinning Group ,Norway,Utilities,http://www.nggroup.no/compliance/compliance-program/,23/8/16,
Northern Gas Networks,UK,Utilities,http://www.northerngasnetworks.co.uk/wp-content/uploads/2016/05/Modern-Slavery-Act-2016-1.pdf,23/8/16,
Nottingham City Transport,UK,Transport,https://www.nctx.co.uk/about-us/policy-statements/modern-slavery-act-2015/,23/8/16,
